train_loss,epoch,step,val_loss
0.1781715452671051,2,4999,
0.14746060967445374,2,5049,
0.26189470291137695,2,5099,
0.19088633358478546,2,5149,
0.19509610533714294,2,5199,
0.18307562172412872,2,5249,
0.21150478720664978,2,5299,
,2,5306,0.3407498598098755
0.37907007336616516,3,5349,
0.34772324562072754,3,5399,
0.36043015122413635,3,5449,
0.23707202076911926,3,5499,
0.29099780321121216,3,5549,
0.3731423616409302,3,5599,
0.2509533166885376,3,5649,
0.2744036912918091,3,5699,
0.33238062262535095,3,5749,
0.2572510242462158,3,5799,
0.2691102623939514,3,5849,
0.28132081031799316,3,5899,
0.32227689027786255,3,5949,
0.2580946683883667,3,5999,
0.24698328971862793,3,6049,
0.23506617546081543,3,6099,
0.18776294589042664,3,6149,
0.22075174748897552,3,6199,
0.25829535722732544,3,6249,
0.30987152457237244,3,6299,
0.22762343287467957,3,6349,
0.16129322350025177,3,6399,
0.19097024202346802,3,6449,
0.2876141667366028,3,6499,
0.2226026952266693,3,6549,
0.22984832525253296,3,6599,
0.191366508603096,3,6649,
0.19017839431762695,3,6699,
0.23020954430103302,3,6749,
0.23531800508499146,3,6799,
0.21891185641288757,3,6849,
0.34176450967788696,3,6899,
0.4135584831237793,3,6949,
0.28600838780403137,3,6999,
0.21001583337783813,3,7049,
,3,7075,0.2778005301952362
0.22081531584262848,4,7099,
0.29638925194740295,4,7149,
0.2721685469150543,4,7199,
0.2720993757247925,4,7249,
0.27608248591423035,4,7299,
0.32172825932502747,4,7349,
0.19250452518463135,4,7399,
0.21605335175991058,4,7449,
0.20936384797096252,4,7499,
0.20228677988052368,4,7549,
0.25635218620300293,4,7599,
0.2520918548107147,4,7649,
0.28178879618644714,4,7699,
0.20678964257240295,4,7749,
0.24217742681503296,4,7799,
0.24677932262420654,4,7849,
0.25634902715682983,4,7899,
0.24028609693050385,4,7949,
0.21224966645240784,4,7999,
0.28055208921432495,4,8049,
0.19731014966964722,4,8099,
0.19207151234149933,4,8149,
0.27732720971107483,4,8199,
0.28301018476486206,4,8249,
0.2179851531982422,4,8299,
0.2711789608001709,4,8349,
0.15889222919940948,4,8399,
0.2330249547958374,4,8449,
0.2685396671295166,4,8499,
0.17676079273223877,4,8549,
0.17490991950035095,4,8599,
0.19770610332489014,4,8649,
0.2499355971813202,4,8699,
0.22122693061828613,4,8749,
0.24962814152240753,4,8799,
,4,8844,0.24085289239883423
0.18160788714885712,5,8849,
0.2399362325668335,5,8899,
0.2005181759595871,5,8949,
0.20400266349315643,5,8999,
0.21738409996032715,5,9049,
0.13369666039943695,5,9099,
0.2626562714576721,5,9149,
0.22893592715263367,5,9199,
0.2485615462064743,5,9249,
0.2251996546983719,5,9299,
0.22361823916435242,5,9349,
0.17215588688850403,5,9399,
0.24315135180950165,5,9449,
0.1873096227645874,5,9499,
0.2678638696670532,5,9549,
0.2838192284107208,5,9599,
0.1820012629032135,5,9649,
0.23064354062080383,5,9699,
0.17539441585540771,5,9749,
0.18352217972278595,5,9799,
0.18648651242256165,5,9849,
0.2360001504421234,5,9899,
0.212972491979599,5,9949,
0.16531576216220856,5,9999,
0.2186911553144455,5,10049,
0.1469614952802658,5,10099,
0.22793811559677124,5,10149,
0.12215079367160797,5,10199,
0.16620826721191406,5,10249,
0.1333637237548828,5,10299,
0.18439015746116638,5,10349,
0.1509886384010315,5,10399,
0.16579316556453705,5,10449,
0.22782640159130096,5,10499,
0.16900211572647095,5,10549,
0.17437449097633362,5,10599,
,5,10613,0.21744081377983093
0.15784630179405212,6,10649,
0.18828873336315155,6,10699,
0.18737156689167023,6,10749,
0.16283373534679413,6,10799,
0.22506000101566315,6,10849,
0.1439458131790161,6,10899,
0.19988557696342468,6,10949,
0.16776275634765625,6,10999,
0.23290829360485077,6,11049,
0.18347442150115967,6,11099,
0.18612568080425262,6,11149,
0.14215700328350067,6,11199,
0.16989165544509888,6,11249,
0.2145579606294632,6,11299,
0.19055353105068207,6,11349,
0.12618941068649292,6,11399,
0.21702902019023895,6,11449,
0.17890718579292297,6,11499,
0.16812628507614136,6,11549,
0.1900894194841385,6,11599,
0.19263049960136414,6,11649,
0.164983332157135,6,11699,
0.16216841340065002,6,11749,
0.17540600895881653,6,11799,
0.2111840695142746,6,11849,
0.1754012405872345,6,11899,
0.20194897055625916,6,11949,
0.24193301796913147,6,11999,
0.16484838724136353,6,12049,
0.20059740543365479,6,12099,
0.23040340840816498,6,12149,
0.13860167562961578,6,12199,
0.20789481699466705,6,12249,
0.18551766872406006,6,12299,
0.19938397407531738,6,12349,
,6,12382,0.1840038001537323
0.17418375611305237,7,12399,
0.19727051258087158,7,12449,
0.2420055866241455,7,12499,
0.16713491082191467,7,12549,
0.254144549369812,7,12599,
0.14819175004959106,7,12649,
0.18872983753681183,7,12699,
0.14061082899570465,7,12749,
0.1324223279953003,7,12799,
0.14791235327720642,7,12849,
0.17260511219501495,7,12899,
0.17714741826057434,7,12949,
0.16316577792167664,7,12999,
0.15314801037311554,7,13049,
0.18446145951747894,7,13099,
0.16334974765777588,7,13149,
0.15015289187431335,7,13199,
0.14923527836799622,7,13249,
0.2059626281261444,7,13299,
0.22880180180072784,7,13349,
0.11123741418123245,7,13399,
0.18281406164169312,7,13449,
0.16332583129405975,7,13499,
0.158380925655365,7,13549,
0.22357375919818878,7,13599,
0.17517098784446716,7,13649,
0.19914112985134125,7,13699,
0.16603192687034607,7,13749,
0.18901532888412476,7,13799,
0.1847524642944336,7,13849,
0.20216383039951324,7,13899,
0.22722765803337097,7,13949,
0.18988722562789917,7,13999,
0.1890689730644226,7,14049,
0.18138831853866577,7,14099,
0.15176430344581604,7,14149,
,7,14151,0.17545656859874725
0.1286323070526123,8,14199,
0.20720964670181274,8,14249,
0.1689259260892868,8,14299,
0.11214321851730347,8,14349,
0.20145440101623535,8,14399,
0.1267699897289276,8,14449,
0.16428211331367493,8,14499,
0.1406610608100891,8,14549,
0.20215359330177307,8,14599,
0.22056570649147034,8,14649,
0.22858858108520508,8,14699,
0.1336425095796585,8,14749,
0.1580066680908203,8,14799,
0.171860471367836,8,14849,
0.1685236692428589,8,14899,
0.1793372631072998,8,14949,
0.16809052228927612,8,14999,
0.2065545916557312,8,15049,
0.1592927724123001,8,15099,
0.18162904679775238,8,15149,
0.19429615139961243,8,15199,
0.19960284233093262,8,15249,
0.18301160633563995,8,15299,
0.21205109357833862,8,15349,
0.22613438963890076,8,15399,
0.19476942718029022,8,15449,
0.20279012620449066,8,15499,
0.1703854203224182,8,15549,
0.13894613087177277,8,15599,
0.2001950740814209,8,15649,
0.21036407351493835,8,15699,
0.17061886191368103,8,15749,
0.1679334044456482,8,15799,
0.17523625493049622,8,15849,
0.125146746635437,8,15899,
,8,15920,0.17967842519283295
0.19454962015151978,9,15949,
0.19065366685390472,9,15999,
0.16406115889549255,9,16049,
0.1934739202260971,9,16099,
0.17174918949604034,9,16149,
0.13685616850852966,9,16199,
0.1685008704662323,9,16249,
0.1724691540002823,9,16299,
0.19895201921463013,9,16349,
0.1496397852897644,9,16399,
0.15717297792434692,9,16449,
0.17527735233306885,9,16499,
0.21676300466060638,9,16549,
0.22440043091773987,9,16599,
0.14879918098449707,9,16649,
0.18821829557418823,9,16699,
0.1659417599439621,9,16749,
0.23502469062805176,9,16799,
0.164556086063385,9,16849,
0.17946940660476685,9,16899,
0.17168401181697845,9,16949,
0.1824389100074768,9,16999,
0.25198012590408325,9,17049,
0.2537398338317871,9,17099,
0.1615338921546936,9,17149,
0.1824827492237091,9,17199,
0.19068089127540588,9,17249,
0.199672132730484,9,17299,
0.22146528959274292,9,17349,
0.19213080406188965,9,17399,
0.18749076128005981,9,17449,
0.1906598061323166,9,17499,
0.17018501460552216,9,17549,
0.1889001429080963,9,17599,
0.20399051904678345,9,17649,
,9,17689,0.1983487755060196
0.18892627954483032,10,17699,
0.23269200325012207,10,17749,
0.15680469572544098,10,17799,
0.23111063241958618,10,17849,
0.188542440533638,10,17899,
0.19711841642856598,10,17949,
0.17618414759635925,10,17999,
0.2345053255558014,10,18049,
0.22119367122650146,10,18099,
0.17123794555664062,10,18149,
0.26144590973854065,10,18199,
0.19366195797920227,10,18249,
0.19651782512664795,10,18299,
0.2386620044708252,10,18349,
0.1751459389925003,10,18399,
0.21460476517677307,10,18449,
0.17533926665782928,10,18499,
0.18837040662765503,10,18549,
0.15773597359657288,10,18599,
0.218943253159523,10,18649,
0.18209725618362427,10,18699,
0.20959052443504333,10,18749,
0.16287778317928314,10,18799,
0.15736380219459534,10,18849,
0.17998217046260834,10,18899,
0.187364399433136,10,18949,
0.2573334872722626,10,18999,
0.21593596041202545,10,19049,
0.19380956888198853,10,19099,
0.22364625334739685,10,19149,
0.2344992756843567,10,19199,
0.19213412702083588,10,19249,
0.21098192036151886,10,19299,
0.25879955291748047,10,19349,
0.2342514842748642,10,19399,
0.17502331733703613,10,19449,
,10,19458,0.19314539432525635
0.2042996734380722,11,19499,
0.1950412094593048,11,19549,
0.186258465051651,11,19599,
0.13921375572681427,11,19649,
0.14853742718696594,11,19699,
0.1999201476573944,11,19749,
0.17140533030033112,11,19799,
0.20707464218139648,11,19849,
0.1819821447134018,11,19899,
0.1861368864774704,11,19949,
0.23799696564674377,11,19999,
0.1775210201740265,11,20049,
0.1660357415676117,11,20099,
0.21680688858032227,11,20149,
0.14942380785942078,11,20199,
0.25784552097320557,11,20249,
0.37944844365119934,11,20299,
0.18122261762619019,11,20349,
0.2555648982524872,11,20399,
0.2218543291091919,11,20449,
0.1714840829372406,11,20499,
0.23894338309764862,11,20549,
0.15800243616104126,11,20599,
0.14175009727478027,11,20649,
0.1858457624912262,11,20699,
0.2224000096321106,11,20749,
0.13712529838085175,11,20799,
0.15210074186325073,11,20849,
0.2330852448940277,11,20899,
0.1611999273300171,11,20949,
0.1746964305639267,11,20999,
0.22174948453903198,11,21049,
0.19658680260181427,11,21099,
0.21137666702270508,11,21149,
0.18207602202892303,11,21199,
,11,21227,0.18676036596298218
0.13586047291755676,12,21249,
0.17885300517082214,12,21299,
0.20769749581813812,12,21349,
0.19515424966812134,12,21399,
0.17445294559001923,12,21449,
0.18362435698509216,12,21499,
0.16298049688339233,12,21549,
0.1590070128440857,12,21599,
0.16879265010356903,12,21649,
0.17725372314453125,12,21699,
0.16387146711349487,12,21749,
0.14233946800231934,12,21799,
0.22784872353076935,12,21849,
0.16521340608596802,12,21899,
0.20407535135746002,12,21949,
0.14656701683998108,12,21999,
0.19415521621704102,12,22049,
0.13887259364128113,12,22099,
0.1881381720304489,12,22149,
0.17401361465454102,12,22199,
0.23920351266860962,12,22249,
0.16931459307670593,12,22299,
0.19492393732070923,12,22349,
0.1663341373205185,12,22399,
0.16020485758781433,12,22449,
0.19529098272323608,12,22499,
0.31371134519577026,12,22549,
0.15105211734771729,12,22599,
0.17882102727890015,12,22649,
0.18080781400203705,12,22699,
0.19593536853790283,12,22749,
0.19223402440547943,12,22799,
0.17109563946723938,12,22849,
0.15896886587142944,12,22899,
0.17272338271141052,12,22949,
,12,22996,0.18203556537628174
0.2150566726922989,13,22999,
0.1294872760772705,13,23049,
0.18601682782173157,13,23099,
0.16832837462425232,13,23149,
0.1390889436006546,13,23199,
0.20104503631591797,13,23249,
0.220994234085083,13,23299,
0.15597710013389587,13,23349,
0.2200392484664917,13,23399,
0.18747124075889587,13,23449,
0.155443012714386,13,23499,
0.1215442568063736,13,23549,
0.17136865854263306,13,23599,
0.1565524935722351,13,23649,
0.19436579942703247,13,23699,
0.1498003751039505,13,23749,
0.16575407981872559,13,23799,
0.18569543957710266,13,23849,
0.12744969129562378,13,23899,
0.14679473638534546,13,23949,
0.16658930480480194,13,23999,
0.21991975605487823,13,24049,
0.15971742570400238,13,24099,
0.17375187575817108,13,24149,
0.16984480619430542,13,24199,
0.1801082193851471,13,24249,
0.21719208359718323,13,24299,
0.19483019411563873,13,24349,
0.23982414603233337,13,24399,
0.20905713737010956,13,24449,
0.2237659990787506,13,24499,
0.19361138343811035,13,24549,
0.20757725834846497,13,24599,
0.21002978086471558,13,24649,
0.16616293787956238,13,24699,
0.19305559992790222,13,24749,
,13,24765,0.19467782974243164
